,satisfaction,review,projects,avg_hrs_month,tenure,promoted,department,salary
8780,0.6658612340417178,0.8052860953197293,4,188.0314329190589,8.0,0,retail,high
8781,0.5176412005753712,0.6888585103065251,4,189.0919976558999,8.0,0,sales,medium
8782,0.719449001635762,0.6583585238719787,3,187.2211435066449,7.0,0,sales,medium
8783,0.5264741998653115,0.7553735980855253,3,187.94243767590984,8.0,0,support,high
8784,0.7412722385326977,0.5828196680600091,3,186.58783563934696,7.0,0,engineering,medium
8785,0.7386487867856631,0.6064977862316354,3,187.1887345528482,7.0,0,retail,medium
8786,0.6531216777582055,0.5252789671272543,4,186.59292832678503,7.0,0,retail,medium
8787,0.7373633485283854,0.6789020050060282,4,187.4647003237081,7.0,0,operations,medium
8788,0.7572147874149479,0.7187631848012741,4,187.190157784898,7.0,0,operations,medium
8789,0.4735186099240156,0.5609576375213701,4,188.37161962752208,8.0,0,marketing,medium
8790,0.708467065107855,0.5846143738411863,3,186.36052233817512,7.0,0,sales,high
8791,0.7259792196777904,0.5460626544700775,3,186.64678421006133,7.0,0,retail,medium
8792,0.6486900189748116,0.6791477514720794,4,188.849689123307,8.0,0,engineering,high
8793,0.4899331253854522,0.7565537336440028,4,188.90640889751305,8.0,0,marketing,medium
8794,0.3740621564714687,0.6566759739319605,3,188.8425069807349,8.0,0,retail,medium
8795,0.630822310225064,0.621855423593602,3,187.41196908496983,7.0,0,engineering,high
8796,0.502889456003065,0.6953321407330973,3,188.89579221417108,8.0,0,operations,medium
8797,0.5599467209995036,0.6718142605233219,3,187.97475506565385,8.0,0,support,medium
8798,0.698435014187225,0.6422682211479336,3,187.6193992666168,8.0,1,support,medium
8799,0.6573116849011112,0.6954819430892999,3,187.82079013293395,8.0,0,retail,low
8800,0.7153174039365714,0.5724207606838931,4,187.1915046278708,7.0,0,operations,low
8801,0.5550587439429082,0.7086219714628543,4,188.81126183332032,8.0,0,operations,medium
8802,0.7891880164586959,0.5410034740864612,3,186.04054541528512,7.0,0,operations,medium
8803,0.4951347755493009,0.650691837783147,4,188.5123490214185,8.0,0,operations,low
8804,0.8584392402965982,0.6359609668650661,4,186.46840019614268,7.0,0,marketing,medium
8805,0.5600232702914095,0.6932297110204243,3,188.4010443482951,8.0,0,marketing,high
8806,0.6731711648407439,0.5853621910344415,5,187.3097035861853,7.0,0,marketing,low
8807,0.6810991481896174,0.6428109716184516,3,187.6226160195976,8.0,0,marketing,medium
8808,0.4488850189790631,0.6668818017425904,3,188.90357268496,8.0,0,IT,low
8809,0.7763346518245099,0.5976240587682715,4,186.54368964419177,7.0,0,sales,medium
8810,0.7637420433294496,0.6095020193109116,4,186.3500783538332,7.0,0,sales,medium
8811,0.287854216784057,0.7296580139174346,4,189.1785479905677,8.0,0,operations,medium
8812,0.8887689508301616,0.6995652828454244,4,186.7184825853801,7.0,0,engineering,low
8813,0.8016778904967105,0.6218312675884405,3,186.64004654427973,7.0,0,support,medium
8814,0.7479309262339978,0.6181534070338528,4,186.3133136213941,7.0,0,admin,high
8815,0.6472064179781719,0.5803257569462552,3,187.17367698211848,7.0,0,marketing,medium
8816,0.5887126593143709,0.5905856591439096,4,187.43062304375687,7.0,0,retail,low
8817,0.6081004039244613,0.4798751393316961,3,187.01699402927247,7.0,0,operations,medium
8818,0.6945143846193399,0.5869632528910194,4,185.92148969694185,7.0,0,engineering,medium
8819,0.6257145291690308,0.4949667687783237,4,186.6783105921353,7.0,0,operations,low
8820,0.6636675192311631,0.6726622083630132,3,188.2800272531433,8.0,0,IT,medium
8821,0.3623122596634847,0.5942186799547337,3,188.24110805470724,8.0,0,operations,medium
8822,0.5117247865979556,0.6079854734059814,3,188.11642619821285,8.0,0,retail,medium
8823,0.7303071906568656,0.5975967892770624,4,186.7846952973443,7.0,0,logistics,medium
8824,0.7406955067075546,0.6650818579708889,3,187.8912259295536,8.0,0,marketing,medium
8825,0.3171885130175005,0.7059451670759114,3,189.20462383909464,8.0,0,admin,medium
8826,0.5395345451450442,0.5018892479131819,3,186.9206962021883,7.0,0,admin,medium
8827,0.7101595028172172,0.6950744574589387,3,187.1612637300697,7.0,0,retail,high
8828,0.3938497240361943,0.5245608273343874,3,188.06239576201824,8.0,0,engineering,medium
8829,0.3935107843518383,0.6465891909030258,4,189.30825689861013,8.0,1,retail,medium
8830,0.49836159970197,0.7910678381929759,3,189.2199214753836,8.0,0,sales,medium
8831,0.6456716741678387,0.643358774689101,4,187.1134360115809,7.0,0,retail,medium
8832,0.3565057409987414,0.6871004555281155,4,189.53557018388423,8.0,0,sales,medium
8833,0.7272179446418221,0.6009326808944,3,186.82041216587103,7.0,0,IT,medium
8834,0.6828588803259876,0.7107455108428398,3,187.3796498435456,7.0,0,IT,medium
8835,0.4900947963995077,0.7639580099176593,2,189.07533728957165,8.0,0,logistics,high
8836,0.5397945408531102,0.5824361011058954,4,187.75749240108377,8.0,0,operations,medium
8837,0.5039498037515562,0.5674890661730432,3,187.7685233418029,8.0,0,operations,medium
8838,0.6161236800690725,0.5900790571604062,3,186.6942374533668,7.0,0,logistics,medium
8839,0.8013925484445149,0.5433499085003572,3,186.733069207067,7.0,0,retail,medium
8840,0.3706899780504993,0.7339757690647337,3,190.07876153428148,8.0,1,operations,medium
8841,0.5830953214351986,0.6197442341886144,3,187.70089737329047,8.0,0,admin,high
8842,0.6257495271245832,0.6099197660930803,4,187.35579209455284,7.0,0,operations,medium
8843,0.5560610602516275,0.6407710200357427,4,187.7489767566624,8.0,0,retail,medium
8844,0.5757940976496547,0.6273384849200816,3,186.93566158734976,7.0,0,operations,low
8845,0.55049114954301,0.7056236081785772,4,188.93868146896,8.0,0,finance,low
8846,0.5208377022755103,0.5091108975519342,4,187.1187232775877,7.0,0,retail,medium
8847,0.5109056479746358,0.6389053932188042,3,188.2915359384505,8.0,0,engineering,medium
8848,0.4942626407659378,0.7711557841017399,4,188.68668144104225,8.0,0,retail,medium
8849,0.5260271907910503,0.5704547540780918,3,188.53092277265296,8.0,0,operations,medium
8850,0.6622259073813407,0.6778850577613114,3,187.1260841408343,7.0,0,operations,medium
8851,0.5717269167323591,0.6170959287577511,3,188.23181996633565,8.0,0,marketing,medium
8852,0.6547706574529227,0.7289431519744445,4,188.7209133116137,8.0,0,sales,medium
8853,0.8508745619316541,0.6484353111959018,3,186.41076139784064,7.0,0,retail,high
8854,0.7243653295241496,0.5982657895251309,3,186.8908456842809,7.0,0,engineering,high
8855,0.3547782452458442,0.7725521105685424,3,189.6401650058482,8.0,0,finance,medium
8856,0.7651308905968753,0.5931238713862478,4,186.4798636338679,7.0,0,IT,medium
8857,0.6519591787258403,0.6179344673522564,3,187.625964702219,8.0,0,support,high
8858,0.4580489544729254,0.6999036016791609,3,188.92547493554736,8.0,0,support,medium
8859,0.7279600162833141,0.5874844610244274,3,186.82432664010727,7.0,0,sales,medium
8860,0.7886541694355022,0.5928706116126621,3,186.30291543680823,7.0,0,sales,medium
8861,0.6668587518098205,0.6255861524279449,3,187.0271311251503,7.0,0,sales,low
8862,0.7463735408310331,0.6527508731103505,4,187.325054746834,7.0,0,IT,medium
8863,0.5817444527851073,0.6302636008893293,2,187.78074933583747,8.0,0,sales,medium
8864,0.5662152810244713,0.6612638587474223,3,188.2044015081732,8.0,0,logistics,medium
8865,0.6461351956953955,0.5774667080582259,2,186.85929724703257,7.0,0,marketing,medium
8866,0.662288674789242,0.5169303108921239,3,186.4989083594151,7.0,0,marketing,low
8867,0.4439050017450027,0.6223624651223532,3,188.53521948958087,8.0,0,sales,medium
8868,0.6626038018216498,0.6022732385430466,3,187.01722427389623,7.0,0,retail,medium
8869,0.5614733678655441,0.7520696928827897,3,189.22665713174337,8.0,0,engineering,low
8870,0.6328621260025119,0.6254654358992198,3,187.92112189096008,8.0,0,engineering,medium
8871,0.4038818574836886,0.7006833944644981,3,188.8454652296783,8.0,0,operations,medium
8872,0.7721638384669391,0.487999909477,3,186.3485636252788,7.0,0,retail,medium
8873,0.5813396767930923,0.6299394534536851,3,188.07362228482745,8.0,0,operations,medium
8874,0.6781364104726814,0.7051970961195042,3,188.0928675990733,8.0,0,sales,medium
8875,0.6752018938231283,0.5954729651384738,4,186.6432888146598,7.0,0,sales,medium
8876,0.6398709198276482,0.6550721822279162,4,188.02805997826653,8.0,1,sales,medium
8877,0.5419719745376874,0.5790236449074259,3,188.0821421721586,8.0,0,engineering,medium
8878,0.5315042731408981,0.64273651017531,3,187.1334891676311,7.0,0,sales,medium
8879,0.803722916940904,0.5854600609665392,4,186.7114310285956,7.0,0,support,medium
8880,0.5005655793866325,0.6834026794458379,3,188.1673346164968,8.0,0,support,medium
8881,0.5606001707161851,0.7215610934474455,3,189.58981457555527,8.0,0,finance,medium
8882,0.5128033415391704,0.7372835674719943,3,188.47114440142107,8.0,0,operations,medium
8883,0.3752063498698219,0.7707205549928606,3,189.6685560034053,8.0,0,finance,medium
8884,0.593598867963673,0.7342805566268832,3,188.10899217205767,8.0,0,retail,high
8885,0.7169566863811984,0.6255531919841049,3,187.65998151447496,8.0,0,support,medium
8886,0.6483430531276693,0.8005507592618928,3,188.61231652227315,8.0,0,sales,medium
8887,0.7288074031533062,0.5503120861287615,4,185.8587192044052,7.0,0,retail,low
8888,0.6862275944994691,0.6554499682278301,3,187.36984382024147,7.0,0,engineering,low
8889,0.7303893695100332,0.4870403112364382,3,185.7072734757738,7.0,0,operations,medium
8890,0.7877738470050725,0.6613638920448912,3,187.2618574805477,7.0,0,retail,low
8891,0.5563445610554612,0.6263270475772639,3,187.9456394109829,8.0,0,engineering,medium
8892,0.6644455199997147,0.5476349241353721,4,186.8137300740752,7.0,0,engineering,medium
8893,0.5755736472363108,0.7588966586996444,3,188.27802729138148,8.0,0,support,medium
8894,0.6017784611436698,0.7031247176483253,4,187.98061569837444,8.0,0,sales,medium
8895,0.5716970852498701,0.5741380426067648,3,187.1564047198452,7.0,0,engineering,low
8896,0.7306069705429108,0.5218900834678851,3,186.1780914858536,7.0,0,retail,medium
8897,0.5585898545303963,0.6080113798296338,4,188.35871786830927,8.0,0,sales,high
8898,0.6625169079330662,0.6015971406888749,3,187.5769480459041,8.0,0,retail,low
8899,0.6793030565258472,0.5489439875508414,3,187.279305922602,7.0,0,engineering,medium
8900,0.5408912009340782,0.6367102659137647,4,188.1519084518568,8.0,0,retail,medium
8901,0.5681968727944148,0.6143319272117264,4,188.0666965464107,8.0,0,marketing,high
8902,0.7656578564644207,0.6889397335240312,3,186.6627255360688,7.0,0,finance,high
8903,0.6413122127492581,0.5635253317555129,3,186.9988168643527,7.0,0,IT,low
8904,0.7122102597107678,0.6418762904870761,2,187.56639135728017,8.0,0,marketing,medium
8905,0.6876827683633804,0.4710618442496529,3,186.81906093458863,7.0,0,support,high
8906,0.848557179068472,0.5554731300087887,3,186.13677192670053,7.0,0,marketing,high
8907,0.4719238620829464,0.5579872164120658,3,188.12871890289856,8.0,0,finance,low
8908,0.5334248934710305,0.6455731483383648,4,187.6417364954616,8.0,0,operations,medium
8909,0.8515917885225591,0.7211934632707229,3,186.7399238880245,7.0,0,engineering,medium
8910,0.7337878786987807,0.5913334183431984,4,186.9181222523603,7.0,0,sales,medium
8911,0.5097484898117023,0.7324657916433407,4,189.3737762446111,8.0,0,sales,medium
8912,0.5906966487551779,0.4969532609919947,4,186.095035736042,7.0,0,retail,high
8913,0.4799795697733454,0.6293477389063189,3,188.42551389345445,8.0,0,admin,medium
8914,0.7727307091142953,0.6148025945301951,3,186.55329072028667,7.0,0,engineering,high
8915,0.888985567784215,0.7547960514931016,3,187.5697834459064,8.0,0,retail,medium
8916,0.7068399792696467,0.6347314809122241,3,187.588809146375,8.0,0,sales,medium
8917,0.6017719027065207,0.6922208393572005,3,187.76444067117856,8.0,0,operations,low
8918,0.6719204804948997,0.5315451449671353,3,186.84844850267567,7.0,0,sales,medium
8919,0.8321035005493663,0.54609619719794,3,185.81958994548475,7.0,0,marketing,low
8920,0.7561884691283982,0.8096564016489325,4,188.07881688712465,8.0,0,retail,medium
8921,0.5412538244721101,0.6869516439327127,4,187.952975164076,8.0,0,IT,medium
8922,0.5134815082349244,0.5761800472350355,4,188.4994701636211,8.0,0,IT,medium
8923,0.4585741683059854,0.6772537659288982,4,188.6311773809041,8.0,0,retail,high
8924,0.5768745158279333,0.6501541629110219,3,187.8711137618361,8.0,0,IT,medium
8925,0.5063544695437399,0.6508991709474048,3,188.30762292554792,8.0,0,engineering,medium
8926,0.4193725624368325,0.6845491659115266,4,189.1120292775869,8.0,0,retail,high
8927,0.5032514456559185,0.6720422919342677,3,188.2834776381696,8.0,0,engineering,medium
8928,0.7933501185843662,0.6584622019352445,3,186.69831046998863,7.0,0,IT,medium
8929,0.7202623998735525,0.5977471591792343,3,187.27050188456408,7.0,1,marketing,medium
8930,0.6908589440039657,0.5963289318277665,2,187.23325314410752,7.0,0,admin,medium
8931,0.3940750877951534,0.7485936891208864,3,189.59133216119056,8.0,0,sales,low
8932,0.725621483285048,0.7237506832692762,3,188.0212744220567,8.0,0,sales,medium
8933,0.5818651057502657,0.5460197443099202,3,187.9754723706506,8.0,0,operations,low
8934,0.7477774422900686,0.5957333140073047,4,185.8696554920552,7.0,0,retail,medium
8935,0.456927482201637,0.661810084400472,4,188.5807054686076,8.0,0,engineering,medium
8936,0.7641866190874873,0.4444735433903984,3,186.1808224842135,7.0,0,retail,medium
8937,0.8546883058514433,0.4869003170956929,3,185.3916981846792,7.0,0,retail,medium
8938,0.6390515290092061,0.6398266375468697,3,188.1577588561278,8.0,0,retail,medium
8939,0.7807601108091319,0.4445699301939755,3,185.93440500619008,7.0,0,retail,medium
8940,0.5583495383743824,0.6148513858213802,3,188.01717519079347,8.0,0,marketing,low
8941,0.6013765128862661,0.503036860810888,3,187.32332492834408,7.0,0,engineering,medium
8942,0.67051499285499,0.5014255603596544,2,185.99859543961747,7.0,0,IT,medium
8943,0.6410503361961017,0.5075779073072326,2,186.82194854206816,7.0,0,finance,medium
8944,0.534113295140243,0.5713841293928625,3,187.30906380045067,7.0,0,sales,medium
8945,0.5767844134384728,0.5907718422109008,3,187.81015546366547,8.0,1,retail,medium
8946,0.5775582950381914,0.6959015563542834,4,188.4830379469036,8.0,0,sales,low
8947,0.6562007600911327,0.5707344965379831,3,187.36142254969272,7.0,0,admin,medium
8948,0.6326006628152863,0.5828661557895474,4,187.3579961367968,7.0,0,retail,medium
8949,0.7123962094986793,0.5255492117652689,3,186.40869828966527,7.0,0,sales,medium
8950,0.6330467757234676,0.5055131843223224,4,187.3240023688801,7.0,0,sales,medium
8951,0.6258799691202599,0.5611406409685593,2,187.2694218063864,7.0,0,retail,medium
8952,0.6492611190569504,0.6065326384099721,3,187.52029578095656,8.0,0,retail,low
8953,0.8161393222363845,0.604656946684776,3,186.0226252781493,7.0,0,sales,medium
8954,0.5959453557608517,0.7099691582851702,3,188.28195269984795,8.0,0,engineering,medium
8955,0.67751906899223,0.6006917033551737,3,187.0614228228044,7.0,0,retail,medium
8956,0.7535855158911584,0.7029493611787436,4,187.12219667155875,7.0,0,engineering,medium
8957,0.5894015311983424,0.5774200521753612,3,187.4300017984745,7.0,0,engineering,medium
8958,0.6074164728263179,0.6178748872919099,4,187.28073093204563,7.0,0,operations,medium
8959,0.6899542048590609,0.7083355279538691,3,187.9674500457636,8.0,0,operations,low
8960,0.7159435366267881,0.7073450527490015,3,188.23762372634445,8.0,0,engineering,medium
8961,0.4671094251203407,0.6312095079712332,4,188.2981111776217,8.0,0,support,medium
8962,0.6490159360882086,0.7193287952244373,3,188.4259687504271,8.0,0,admin,high
8963,0.7816675957889211,0.7007092234425418,4,188.1920161452153,8.0,0,operations,medium
8964,0.3533688879023144,0.6490378017253002,4,188.7950152902636,8.0,0,operations,medium
8965,0.6770669794299266,0.5626761594634024,3,187.01596005701663,7.0,0,engineering,medium
8966,0.3820508978755853,0.7618250796403496,3,189.8665511834448,8.0,0,sales,medium
8967,0.587549360495763,0.786574029210622,3,188.9098144134876,8.0,0,engineering,low
8968,0.6651380142251592,0.7240667818754878,2,188.34926813502503,8.0,0,logistics,medium
8969,0.8215437252120451,0.3304788699758456,4,185.05337316470573,7.0,0,admin,medium
8970,0.5663911720810073,0.5604999780121555,3,187.22146354940685,7.0,0,retail,medium
8971,0.6366648890455675,0.5385001422446056,4,186.50190382948367,7.0,0,sales,medium
8972,0.7953813818839636,0.593329427292131,4,186.48298899034344,7.0,0,marketing,medium
8973,0.5474859614038073,0.737662338570473,4,189.01146274557385,8.0,0,IT,low
8974,0.6353520200022688,0.6809824706800403,3,187.3739400192124,7.0,0,support,medium
8975,0.5063001372995458,0.5793175548687606,3,188.0254512140497,8.0,0,support,medium
8976,0.4999154186586184,0.529265011350006,3,188.2215464708929,8.0,0,sales,high
8977,0.4997385369854249,0.6122848190567236,3,188.5348038423976,8.0,0,engineering,medium
8978,0.6226998972170799,0.5882999958377637,3,187.0547745353292,7.0,0,support,medium
8979,0.6363291540503128,0.5836736415137824,4,187.12457105527747,7.0,0,operations,medium
8980,0.5855781545301836,0.6727532654301875,4,188.4760649371429,8.0,0,sales,high
8981,0.7155664665691411,0.7207602208948201,3,188.1758545028815,8.0,0,marketing,medium
8982,0.5880866488789238,0.5022841729052785,3,186.90055041709724,7.0,0,operations,low
8983,0.3977591028027524,0.6693910496698013,3,188.5573364659564,8.0,0,admin,medium
8984,0.7613438672044851,0.5690633166564757,4,186.9035251543748,7.0,0,sales,medium
8985,0.6983831393019597,0.5313285160546226,3,187.02036058240404,7.0,0,retail,low
8986,0.6790001700727195,0.5876081543188477,3,186.8028003527461,7.0,0,IT,medium
8987,0.7071732551622133,0.6574548915947364,3,187.5779254905965,8.0,0,sales,low
8988,0.4717724481671723,0.6886855170835549,3,188.70312446245856,8.0,0,sales,medium
8989,0.5032104814626136,0.6146446756172776,3,188.15442124322487,8.0,0,operations,medium
8990,0.555936175223839,0.714416065659943,4,188.55473692095973,8.0,1,sales,medium
8991,0.6750744923526739,0.4223406523486174,2,185.96165309984863,7.0,0,IT,medium
8992,0.7198651349581074,0.6247060399844331,4,186.90563744457444,7.0,0,support,medium
8993,0.6628446164392622,0.7406815331745942,4,188.4884243967747,8.0,0,operations,medium
8994,0.4804780436512544,0.6161698822238624,3,187.48706001209,7.0,0,finance,high
8995,0.5895855017538053,0.6746577893506092,2,188.1955756466837,8.0,0,sales,medium
8996,0.6127838232254906,0.7526656078841465,3,188.91857012897069,8.0,0,engineering,medium
8997,0.7103355384673818,0.5536664954568943,4,186.96237015251305,7.0,0,retail,high
8998,0.8412546990429154,0.6105906054239901,4,185.9819916583208,7.0,0,operations,medium
8999,0.6799051978660134,0.6049972297722348,3,187.1008420895878,7.0,0,operations,low
9000,0.7461333411114827,0.6943534260149296,3,187.2669704306864,7.0,0,operations,medium
9001,0.4493505875343366,0.611608951681021,3,187.60396098382265,8.0,0,sales,medium
9002,0.5241456539804611,0.6427462304233085,3,188.3833039538149,8.0,0,engineering,medium
9003,0.5872405519177516,0.5330093751759876,4,187.59761491327947,8.0,0,retail,medium
9004,0.5836483912140875,0.5927899713901488,4,187.54900149613465,8.0,0,marketing,medium
9005,0.4316761613724992,0.6180308084205403,4,187.90095140528507,8.0,0,operations,medium
9006,0.5988850242377753,0.6813105069350015,4,188.3310027928117,8.0,0,support,low
9007,0.700186368976245,0.5586449581221623,3,187.13411810773823,7.0,0,engineering,medium
9008,0.8109703966131195,0.5598941047320988,4,186.04076316195992,7.0,0,operations,medium
9009,0.5175003908902579,0.6925242816707962,2,188.8920601483676,8.0,0,finance,medium
9010,0.640816617601351,0.6196026154640499,4,186.8750684596296,7.0,0,engineering,high
9011,0.7294592837632735,0.5918961390617203,3,186.91155710127344,7.0,0,engineering,medium
9012,0.2924589496863076,0.7345628713814225,3,190.7235767593241,9.0,0,retail,low
9013,0.5782703294981579,0.5113456616101948,2,187.04305811853152,7.0,0,operations,medium
9014,0.6592721861998867,0.5883158033770717,4,187.1005582995318,7.0,0,retail,medium
9015,0.554429709806581,0.677733120506796,3,187.20216889766,7.0,0,marketing,medium
9016,0.5589364117383091,0.5684433207681912,4,187.38934951980187,7.0,0,sales,medium
9017,0.5856346698901695,0.599810652470948,2,188.04881413631287,8.0,0,sales,high
9018,0.4473503110701482,0.6003318942583675,3,188.26660539495072,8.0,0,engineering,medium
9019,0.620058520389514,0.5789348079821892,3,187.6284723724824,8.0,0,engineering,low
9020,0.5263335897269608,0.5598327288105067,3,187.6444008062843,8.0,0,support,medium
9021,0.6957873886947251,0.6735109346651474,3,188.1983718132969,8.0,0,admin,medium
9022,0.7345472335588108,0.6282999786232053,4,187.06440613373667,7.0,0,admin,medium
9023,0.7490284585303183,0.5089649228847438,3,186.12444336163705,7.0,0,sales,medium
9024,0.9033046068539244,0.5619001906303529,2,186.27916194621508,7.0,0,marketing,low
9025,0.3584761043518174,0.6292139251020841,4,188.04338710908712,8.0,0,engineering,medium
9026,0.739294167660616,0.672688455545466,4,187.93071462298195,8.0,0,support,medium
9027,0.6041623713697607,0.6034583427318105,3,188.00944452843584,8.0,0,retail,low
9028,0.4997323943904441,0.6762342617273693,3,188.6997371328208,8.0,0,marketing,low
9029,0.6399240988565156,0.5015350790643368,3,186.2236015609988,7.0,0,sales,medium
9030,0.6033336580193402,0.5656838894865706,3,186.5555263147868,7.0,0,marketing,medium
9031,0.8571009412684304,0.6446117892773315,3,186.41606550924715,7.0,0,operations,low
9032,0.6655727259148141,0.5169249820712034,4,187.1530874887707,7.0,0,IT,medium
9033,0.6164595313339308,0.5074484778548642,4,187.14066087917672,7.0,0,engineering,medium
9034,0.7292956055406159,0.659072619928443,4,186.8257455976809,7.0,0,engineering,medium
9035,0.9420207602045012,0.4142958671270097,3,184.31694708118505,6.0,0,sales,medium
9036,0.524746648817537,0.6494064594605222,3,188.01572999723152,8.0,0,sales,medium
9037,0.535558528626101,0.5666889128725923,4,187.12035972222867,7.0,0,operations,medium
9038,0.5277523276381562,0.5272907952614168,3,187.27356517496463,7.0,0,support,medium
9039,0.6921376279564455,0.6684352633025663,3,187.2241209236647,7.0,0,operations,medium
9040,0.7449054213849238,0.5581413090325473,3,186.3904399241116,7.0,0,support,medium
9041,0.3700083018972505,0.6493707990329067,4,189.7556052916974,8.0,0,retail,medium
9042,0.5570950610276092,0.6256548097690093,3,188.02123688166049,8.0,0,operations,medium
9043,0.5030351498728832,0.7526826496894836,4,188.6917740397587,8.0,0,operations,high
9044,0.6492971795012935,0.6841845892462246,2,187.69432983956008,8.0,0,logistics,medium
9045,0.4803913739194648,0.7067214307784597,5,188.7362106090488,8.0,0,sales,low
9046,0.5031797171455915,0.5178345034340438,4,187.0012162411679,7.0,0,sales,high
9047,0.8468884763034424,0.539598878381829,3,186.1822840500136,7.0,0,operations,high
9048,0.68058178292064,0.6233396074687387,4,186.8518785325913,7.0,1,finance,high
9049,0.7096578580074328,0.4817715456811117,3,186.1965280310617,7.0,0,retail,medium
9050,0.6118461302738809,0.6976301275635095,5,187.86335716336112,8.0,0,engineering,medium
9051,0.1839344413209613,0.7274765506020799,2,190.9889567076147,9.0,0,retail,low
9052,0.3363728607586472,0.5898997451907217,3,188.46130414538885,8.0,0,operations,medium
9053,0.7750514955726351,0.5665808364905576,3,186.89242851304985,7.0,0,operations,low
9054,0.4889888570303048,0.6187103524111255,3,187.6107747362946,8.0,0,operations,low
9055,0.7232192658256515,0.6233688510459998,3,187.18000050512487,7.0,0,retail,high
9056,0.7618809403425306,0.6237935513016166,3,187.33783959590988,7.0,1,support,medium
9057,0.7148970159905021,0.6181699601658308,3,186.939001893744,7.0,0,sales,medium
9058,0.7182854764496114,0.6340949925175242,4,187.2387629709901,7.0,0,operations,medium
9059,0.6107099664004026,0.7424156353053131,4,188.96300511779825,8.0,0,operations,medium
9060,0.718120396611295,0.5650353935946445,3,186.3527617940242,7.0,0,engineering,low
9061,0.5376724412007378,0.5586499713007083,3,187.4138950715344,7.0,0,operations,high
9062,0.5279574495762804,0.6365957858967941,4,187.77740982672407,8.0,0,operations,medium
9063,0.5633497994675895,0.729271698196527,4,188.7002919260136,8.0,0,retail,low
9064,0.8051358307688287,0.606472778487247,4,185.8345290649857,7.0,0,admin,medium
9065,0.6936821954433123,0.5010971498647698,3,186.7670313625061,7.0,0,marketing,medium
9066,0.5483762535784671,0.513669959293994,3,187.30669082922265,7.0,0,support,medium
9067,0.5129969784151686,0.5955841668669783,3,187.28245598189545,7.0,0,marketing,high
9068,0.5388820016918144,0.6070616173042935,2,188.31110715455952,8.0,0,engineering,medium
9069,0.5843651120726358,0.4789578990614709,4,186.6375759033737,7.0,0,sales,medium
9070,0.7687856528829028,0.6395138810085051,3,186.6994687923818,7.0,0,engineering,medium
9071,0.7345961268661062,0.6407392025911819,3,187.95640748018133,8.0,0,engineering,low
9072,0.4493238997296596,0.5793785207203264,4,187.8822232775672,8.0,0,retail,medium
9073,0.7674743104890119,0.6033620921522562,3,186.57205349603427,7.0,0,support,medium
9074,0.487049935065683,0.7556364343833646,3,189.57701694760507,8.0,0,support,low
9075,0.5556128122210384,0.5846032225976803,3,187.8346982981941,8.0,0,logistics,medium
9076,0.7677080255389478,0.6143057559921001,3,186.3910537036642,7.0,0,finance,medium
9077,0.6126303225967514,0.6166547597409631,2,187.7801131189184,8.0,0,engineering,low
9078,0.5697431601541961,0.5548431630895471,4,187.54099045488064,8.0,0,operations,medium
9079,0.5986087623150464,0.6498467813361604,3,187.66905611586705,8.0,0,retail,high
9080,0.5234816071245884,0.594292232250063,3,187.3860406112645,7.0,0,admin,medium
9081,0.6980476187554618,0.637938077753418,3,187.1867102726255,7.0,0,operations,medium
9082,0.5582564902813111,0.6423202999001276,3,187.95651446639303,8.0,0,logistics,medium
9083,0.4590552352330065,0.6953519578119556,3,188.79583399301552,8.0,0,IT,medium
9084,0.5498323467460106,0.6568857184927709,4,187.62788915319328,8.0,0,retail,medium
9085,0.5370918467317347,0.7061843618691825,4,188.75495139877296,8.0,0,retail,medium
9086,0.4621735036166224,0.7324256914739409,3,189.2579624995552,8.0,0,operations,medium
9087,0.3780368380411706,0.645824590514853,3,189.1825851864768,8.0,0,retail,medium
9088,0.7923239782065835,0.5955757038412317,3,186.4632922611593,7.0,1,operations,low
9089,0.6037605963057894,0.5316437803300466,4,186.10775547408952,7.0,0,engineering,high
9090,0.7018579229136691,0.5612063991120719,4,186.9068977870589,7.0,0,sales,low
9091,0.7701890759318035,0.5994286492307974,3,186.9206301607637,7.0,0,sales,medium
9092,0.7591877329562993,0.5396158044731804,3,185.90967841839927,7.0,0,operations,high
9093,0.5785190754557413,0.7592544728100477,3,189.07484188205007,8.0,0,retail,medium
9094,0.7863006315780489,0.5650843770313065,3,186.65127931447373,7.0,0,retail,medium
9095,0.4562826219081103,0.6475686898302406,2,188.3100544718497,8.0,0,sales,high
9096,0.4077542409245824,0.7385652896092918,3,188.3941783632452,8.0,0,retail,low
9097,0.5934751646336742,0.636717726656988,4,187.9345851645499,8.0,0,retail,high
9098,0.588040547176846,0.5130144574175723,3,187.2441717184089,7.0,0,engineering,medium
9099,0.8553116880070243,0.5499734960293153,3,185.8784187305285,7.0,0,engineering,high
9100,0.7113930653495667,0.6397855825199243,3,187.1106744714619,7.0,0,support,low
9101,0.4150291205655813,0.7042226436246624,2,189.5206648428796,8.0,0,engineering,medium
9102,0.7468903355521628,0.7001113782613323,4,187.560482508821,8.0,0,engineering,medium
9103,0.5351357472663816,0.6262109471991374,3,188.3063124532846,8.0,0,admin,high
9104,0.5542736562455343,0.692525004948507,3,189.1127725617021,8.0,0,admin,medium
9105,0.5197202421583751,0.523052411912162,3,187.57847657997823,8.0,0,sales,medium
9106,0.5407920910520226,0.607495267556738,4,188.1224663502926,8.0,0,finance,medium
